"","Month","Day_of_month","Day_of_week","ozone_reading","pressure_height","Wind_speed","Humidity","Temperature_Sandburg","Temperature_ElMonte","Inversion_base_height","Pressure_gradient","Inversion_temperature","Visibility"
"347",12,12,7,3.65,5770,3,19,53,56.8647818800288,5000,-37,55.58,150
"348",12,13,1,3.23,5750,0,19,53,51.98,5000,-26,51.08,150
"349",12,14,2,2,5720,0,19,53,52.7,5000,-31,51.44,70
"350",12,15,3,5.23,5760,3,19,55,58.1,948,-48,70.7,200
"351",12,16,4,2.96,5780,0,19,51,54.32,5000,-50,50.9,120
"352",12,17,5,3.68,5660,4,19,54,49.64,5000,-22,48.56,150
"353",12,18,6,3.63,5610,2,58,48,47.3973179976726,3687,-10,46.94,150
"354",12,19,7,5.97,5640,0,51,53,48.8331818373228,5000,0,44.24,60
"355",12,20,1,5.71,5680,3,52,49,48.38,5000,-19,45.68,70
"356",12,21,2,3.33,5650,5,19,48,47.12,5000,-28,45.32,150
"357",12,22,3,4.25,5710,4,19,51,51.08,5000,-25,48.38,132.857432130115
"358",12,23,4,3.21,5680,4,57,47,45.32,508,-10,58.64,100
"359",12,24,5,7.62,5630,4,50,50,49.0545985371208,2851,-5,50,70
"360",12,25,6,5,5770,0,38.9981715960351,49,52.8385954897873,2603.29789950853,-35,58.4415405221655,40
"361",12,26,7,2.65,5800,7,19,51,54.0823345365898,3143,-6.42303590652563,60.26,140
"362",12,27,1,1.74,5730,3,53,51,49.28,111,-14,72.5,200
"363",12,28,2,2.69,5690,3,23,51,49.28,5000,-36,51.26,70
"364",12,29,3,5.05,5650,3,61,50,46.58,3704,18,46.94,40
"365",12,30,4,0.72,5550,4,85,39,41,5000,8,39.92,100
"366",12,31,5,1.67,5637.87841303025,4,68,37,46.2245230885569,5000,-3,37.22,70
